"法人番号","商号または名称","商号または名称（カナ）","商号または名称（英字）","登記記録の閉鎖等年月日","登記記録の閉鎖等の事由","登記住所","郵便番号","都道府県","都道府県コード","市区町村（郡）","市区町村コード","番地以下","組織種別","処理区分","訂正区分","状態","代表者名称","資本金","従業員数","企業規模詳細(男性)","企業規模詳細(女性)","事業概要","WebサイトURL","創業年","事業種目","設立年月日","全省庁統一資格-資格等級","全省庁統一資格-営業品目","更新年月日","キー情報","データ品質","データ品質-代表者名称","データ品質-資本金","データ品質-従業員数","データ品質-企業規模詳細(男性)","データ品質-企業規模詳細(女性)","データ品質-事業概要","データ品質-WebサイトURL","データ品質-創業年","データ品質-事業種目","データ品質-設立年月日","データ品質-全省庁統一資格-資格等級","データ品質-全省庁統一資格-営業品目","出典元","出典元-代表者名称","出典元-資本金","出典元-従業員数","出典元-企業規模詳細(男性)","出典元-企業規模詳細(女性)","出典元-事業概要","出典元-WebサイトURL","出典元-創業年","出典元-事業種目","出典元-設立年月日","出典元-全省庁統一資格-資格等級","出典元-全省庁統一資格-営業品目","データ取込頻度","データ取込頻度-代表者名称","データ取込頻度-資本金","データ取込頻度-従業員数","データ取込頻度-企業規模詳細(男性)","データ取込頻度-企業規模詳細(女性)","データ取込頻度-事業概要","データ取込頻度-WebサイトURL","データ取込頻度-創業年","データ取込頻度-事業種目","データ取込頻度-設立年月日","データ取込頻度-全省庁統一資格-資格等級","データ取込頻度-全省庁統一資格-営業品目","最終取得日","最終取得日-代表者名称","最終取得日-資本金","最終取得日-従業員数","最終取得日-企業規模詳細(男性)","最終取得日-企業規模詳細(女性)","最終取得日-事業概要","最終取得日-WebサイトURL","最終取得日-創業年","最終取得日-事業種目","最終取得日-設立年月日","最終取得日-全省庁統一資格-資格等級","最終取得日-全省庁統一資格-営業品目","最終更新日","最終更新日-代表者名称","最終更新日-資本金","最終更新日-従業員数","最終更新日-企業規模詳細(男性)","最終更新日-企業規模詳細(女性)","最終更新日-事業概要","最終更新日-WebサイトURL","最終更新日-創業年","最終更新日-事業種目","最終更新日-設立年月日","最終更新日-全省庁統一資格-資格等級","最終更新日-全省庁統一資格-営業品目"
"6430002041522","有限会社丸敏佐藤電気","","","","","北海道札幌市北区篠路六条４丁目１番１３号","0028026","北海道","01","札幌市北区","102","篠路六条４丁目１番１３号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002041522","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002042149","有限会社久世電気","","","","","北海道札幌市北区屯田五条１０丁目２番１１号","0020855","北海道","01","札幌市北区","102","屯田五条１０丁目２番１１号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002042149","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002042306","有限会社竹山通信","","","","","北海道札幌市東区東苗穂四条１丁目６番５号","0070804","北海道","01","札幌市東区","103","東苗穂四条１丁目６番５号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002042306","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002042628","有限会社フォレスト電工","","","","","北海道札幌市豊平区月寒東五条１６丁目１２番１号","0620055","北海道","01","札幌市豊平区","105","月寒東五条１６丁目１２番１号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002042628","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002042735","有限会社オーティーエス防災設備","オーティーエスボウサイセツビ","","","","北海道札幌市北区新琴似一条１２丁目５番１５号","0010901","北海道","01","札幌市北区","102","新琴似一条１２丁目５番１５号","302","01","1","","","","","","","","","","","","","","2018-04-20","6430002042735","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043147","有限会社アイエス電気工事","アイエスデンキコウジ","","","","北海道石狩市花川南四条４丁目１１２番地５","0613204","北海道","01","石狩市","235","花川南四条４丁目１１２番地５","302","01","1","","","","","","","","","","","","","","2024-09-10","6430002043147","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043221","有限会社エアーソニック総合設備","エアーソニックソウゴウセツビ","","","","北海道石狩市花川北七条３丁目２３番地","0613217","北海道","01","石狩市","235","花川北七条３丁目２３番地","302","01","1","","","","","","","","","","","","","","2019-06-05","6430002043221","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043238","有限会社エイシン設備営繕","エイシンセツビエイゼン","","","","北海道石狩市親船東一条１丁目１８６番地","0613365","北海道","01","石狩市","235","親船東一条１丁目１８６番地","302","01","1","","","","","","","","","","","","","","2025-11-12","6430002043238","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043295","有限会社菊池電工","","","","","北海道石狩市花川南三条２丁目１３番地","0613203","北海道","01","石狩市","235","花川南三条２丁目１３番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002043295","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043436","有限会社誠豊電気商会","","","","","北海道石狩市花川南二条６丁目３２１番地","0613202","北海道","01","石狩市","235","花川南二条６丁目３２１番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002043436","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043510","東洋テック電工株式会社","トウヨウテックデンコウ","","","","北海道石狩市花川南一条２丁目１番地","0613201","北海道","01","石狩市","235","花川南一条２丁目１番地","301","01","1","","","","","","","","","","","","","","2023-10-23","6430002043510","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002043691","丸正石狩設備工業有限会社","","","","","北海道石狩市花川北一条４丁目４７番地","0613211","北海道","01","石狩市","235","花川北一条４丁目４７番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002043691","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002044021","有限会社電設企画","デンセツキカク","","","","北海道石狩市花川北一条４丁目１６９番地","0613211","北海道","01","石狩市","235","花川北一条４丁目１６９番地","302","01","1","","","","","","","","","","","","","","2018-08-29","6430002044021","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002044475","有限会社野崎電気工業","","","","","北海道北広島市大曲末広２丁目１５番地７","0611272","北海道","01","北広島市","234","大曲末広２丁目１５番地７","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002044475","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002045597","有限会社サカセ設備企画","","","","","北海道江別市野幌住吉町２１番地の１５","0690816","北海道","01","江別市","217","野幌住吉町２１番地の１５","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002045597","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002046216","有限会社村井電設","","","","","北海道江別市元江別８７３番地２","0670032","北海道","01","江別市","217","元江別８７３番地２","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002046216","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002046348","有限会社井内設備","イウチセツビ","","","","北海道石狩郡当別町太美町２３４３番地５８","0613776","北海道","01","石狩郡当別町","303","太美町２３４３番地５８","302","01","1","","","","","","","","","","","","","","2024-01-31","6430002046348","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002046884","有限会社荒関電設","","","","","北海道江別市元江別８６０番地の７４","0670032","北海道","01","江別市","217","元江別８６０番地の７４","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002046884","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002047098","有限会社小坂設備","コサカセツビ","","","","北海道江別市大麻東町５番地の３１","0690852","北海道","01","江別市","217","大麻東町５番地の３１","302","01","1","","","","","","","","","","","","","","2021-01-18","6430002047098","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002048220","有限会社佐藤設備工業","サトウセツビコウギョウ","","","","北海道千歳市北光６丁目２番１号","0660033","北海道","01","千歳市","224","北光６丁目２番１号","302","11","0","","","","","","","","","","","","","","2022-04-27","6430002048220","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002049268","有限会社菊田設備工業","","","","","北海道岩見沢市七条西７丁目９番地","0680027","北海道","01","岩見沢市","210","七条西７丁目９番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002049268","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002049722","有限会社古池電設","","","","","北海道岩見沢市北四条西１０丁目３番９号","0680044","北海道","01","岩見沢市","210","北四条西１０丁目３番９号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002049722","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002049912","有限会社柳谷設備","","","","","北海道岩見沢市日の出南１丁目７番１０号","0680823","北海道","01","岩見沢市","210","日の出南１丁目７番１０号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002049912","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002050481","有限会社村田電気商会","","","2022-05-31","01","北海道三笠市多賀町２番地","0682152","北海道","01","三笠市","222","多賀町２番地","302","21","0","閉鎖","","","","","","","","","","","","","2022-06-10","6430002050481","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002051216","有限会社夕張防災設備","","","","","北海道夕張市若菜１１番地２８","0680425","北海道","01","夕張市","209","若菜１１番地２８","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002051216","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002051372","有限会社松嶋電気商会","マツシマデンキショウカイ","","","","北海道夕張郡長沼町銀座北１丁目１番１３号","0691331","北海道","01","夕張郡長沼町","428","銀座北１丁目１番１３号","302","01","1","","","","","","","","","","","","","","2021-11-19","6430002051372","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002051538","有限会社示沢設備工業","シメザワセツビコウギョウ","","2025-07-14","01","北海道空知郡南幌町西町２丁目４番６号","0690236","北海道","01","空知郡南幌町","423","西町２丁目４番６号","302","21","0","閉鎖","","","","","","","","","","","","","2025-08-05","6430002051538","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002052098","有限会社栗山電設工業","","","","","北海道滝川市朝日町東３丁目１２番１８号","0730015","北海道","01","滝川市","225","朝日町東３丁目１２番１８号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002052098","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002052767","有限会社西保電気工事","ニシホデンキコウジ","","2021-09-10","01","北海道滝川市幸町１丁目８番２５号","0730043","北海道","01","滝川市","225","幸町１丁目８番２５号","302","21","0","閉鎖","","","","","","","","","","","","","2021-09-17","6430002052767","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002053170","有限会社水㔟設備工業","ミズセセツビコウギョウ","","2020-01-29","01","北海道赤平市昭和町６丁目１７番地","0791155","北海道","01","赤平市","218","昭和町６丁目１７番地","302","21","0","閉鎖","","","","","","","","","","","","","2020-02-05","6430002053170","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002053261","有限会社矢野電気商会","","","2017-03-14","01","北海道空知郡奈井江町字奈井江町１０６番地１５","0790300","北海道","01","空知郡奈井江町","424","字奈井江町１０６番地１５","302","21","0","閉鎖","","","","","","","","","","","","","2017-03-16","6430002053261","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002053996","有限会社逢坂通信電設","","","2020-01-23","21","北海道小樽市奥沢５丁目４番９号","0470013","北海道","01","小樽市","203","奥沢５丁目４番９号","302","21","0","閉鎖","","","","","","","","","","","","","2020-01-24","6430002053996","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002054656","有限会社田岡電気","タオカデンキ","","","","北海道小樽市入船４丁目９番１０号","0470021","北海道","01","小樽市","203","入船４丁目９番１０号","302","01","1","","","","","","","","","","","","","","2020-04-17","6430002054656","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002054953","有限会社ヌカヤ設備","","","","","北海道小樽市赤岩２丁目１０番３４号","0470046","北海道","01","小樽市","203","赤岩２丁目１０番３４号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002054953","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002054978","有限会社長谷川電気工事","","","","","北海道小樽市長橋３丁目２２番１３号","0470036","北海道","01","小樽市","203","長橋３丁目２２番１３号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002054978","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002055027","有限会社菱中中島電気興業","","","","","北海道小樽市望洋台３丁目４番２２号","0470155","北海道","01","小樽市","203","望洋台３丁目４番２２号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002055027","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002055910","有限会社松田設備管理事務所","マツダセツビカンリジムショ","","","","北海道小樽市赤岩１丁目１０番１３号","0470046","北海道","01","小樽市","203","赤岩１丁目１０番１３号","302","01","1","","代表取締役　松田　裕行","","","","","","","","","2001-11-16","||D|","302|303|309|315","2021-05-13","6430002055910","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"6430002056768","共同電気有限会社","","","2016-02-01","21","北海道古平郡古平町大字入船町１番地","0460104","北海道","01","古平郡古平町","406","大字入船町１番地","302","21","0","閉鎖","","","","","","","","","","","","","2016-02-03","6430002056768","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002056818","有限会社早川電気商会","","","2016-02-01","21","北海道小樽市若竹町９番７号","0470001","北海道","01","小樽市","203","若竹町９番７号","302","21","0","閉鎖","","","","","","","","","","","","","2016-02-03","6430002056818","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002057312","有限会社表谷電気","","","","","北海道虻田郡喜茂別町字喜茂別２４５番地","0440201","北海道","01","虻田郡喜茂別町","398","字喜茂別２４５番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002057312","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002057460","有限会社金子家庭電気商会","","","","","北海道岩内郡岩内町字大和１番地の１１","0450021","北海道","01","岩内郡岩内町","402","字大和１番地の１１","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002057460","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002058640","サイコン設備工業有限会社","","","","","北海道白老郡白老町東町２丁目３番８号","0590904","北海道","01","白老郡白老町","578","東町２丁目３番８号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002058640","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002059077","有限会社高辻設備","","","","","北海道苫小牧市川沿町３丁目１４番２号","0530822","北海道","01","苫小牧市","213","川沿町３丁目１４番２号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002059077","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002059168","有限会社大一電設","ダイイチデンセツ","","","","北海道苫小牧市明野新町４丁目１３番１３号","0530054","北海道","01","苫小牧市","213","明野新町４丁目１３番１３号","302","01","1","","","","","","","","","","","","","","2019-12-25","6430002059168","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002059291","有限会社ときわ加藤電気","トキワカトウデンキ","","2023-07-31","01","北海道苫小牧市宮前町４丁目１３番１号","0591264","北海道","01","苫小牧市","213","宮前町４丁目１３番１号","302","21","0","閉鎖","","","","","","","","","","","","","2023-08-22","6430002059291","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002059382","有限会社苫米地電気工事","","","","","北海道苫小牧市川沿町１丁目１２番２号","0530822","北海道","01","苫小牧市","213","川沿町１丁目１２番２号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002059382","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002060547","有限会社大空電気","オオゾラデンキ","","","","北海道苫小牧市拓勇東町２丁目１８番２３号","0591303","北海道","01","苫小牧市","213","拓勇東町２丁目１８番２３号","302","12","1","","","","","","","","","","","","","","2018-05-31","6430002060547","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002062080","有限会社第一設備","ダイイチセツビ","","2019-04-17","11","北海道日高郡新ひだか町静内旭町１丁目１８番２７号","0560003","北海道","01","日高郡新ひだか町","610","静内旭町１丁目１８番２７号","302","21","0","閉鎖","","","","","","","","","","","","","2019-04-24","6430002062080","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002062948","有限会社勇和電工","","","","","北海道沙流郡日高町富川西３丁目１番１１号","0550007","北海道","01","沙流郡日高町","601","富川西３丁目１番１１号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002062948","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002063566","有限会社浜田電気","","","","","北海道伊達市大滝区本町１０３番地","0520301","北海道","01","伊達市","233","大滝区本町１０３番地","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002063566","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002064267","有限会社三蘭電気工事社","","","","","北海道室蘭市御崎町２丁目７番３１号","0510001","北海道","01","室蘭市","205","御崎町２丁目７番３１号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002064267","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002064572","有限会社東亜電工","","","2020-01-23","21","北海道室蘭市本輪西町５丁目１３番１５号","0500065","北海道","01","室蘭市","205","本輪西町５丁目１３番１５号","302","21","0","閉鎖","","","","","","","","","","","","","2020-01-24","6430002064572","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002065133","有限会社和歌山設備設計","","","","","北海道室蘭市宮の森町３丁目１６番３号","0500073","北海道","01","室蘭市","205","宮の森町３丁目１６番３号","302","01","0","","","","","","","","","","","","","","2015-10-30","6430002065133","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002065281","有限会社共栄設備","","","2024-01-23","21","北海道登別市新川町２丁目３２番地３","0590015","北海道","01","登別市","230","新川町２丁目３２番地３","302","21","0","閉鎖","","","","","","","","","","","","","2024-01-24","6430002065281","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430002065744","有限会社喜井電設","キイデンセツ","","","","北海道室蘭市幌萌町３９９番地","0500066","北海道","01","室蘭市","205","幌萌町３９９番地","302","01","1","","","","","","","","","","","","","","2018-08-07","6430002065744","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430003002449","合資会社松本電気商会","","","","","北海道樺戸郡月形町字大川岸通番外地","0610500","北海道","01","樺戸郡月形町","430","字大川岸通番外地","304","01","0","","","","","","","","","","","","","","2015-10-30","6430003002449","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430003008339","テシマ設備合同会社","","","","","北海道札幌市北区篠路三条８丁目２番２８号グランデール参番館３０１号","0028023","北海道","01","札幌市北区","102","篠路三条８丁目２番２８号グランデール参番館３０１号","305","01","0","","","","","","","","","","","","","","2017-04-27","6430003008339","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430003015962","昇船設備合同会社","ショウセンセツビ","","","","北海道札幌市西区発寒十一条１丁目５－１３－３","0630831","北海道","01","札幌市西区","107","発寒十一条１丁目５－１３－３","305","01","0","","","","","","","","","","","","","","2024-02-15","6430003015962","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430003016754","合同会社中村電業","ナカムラデンギョウ","","","","北海道札幌市中央区南十三条西１丁目１番１－２０２号","0640913","北海道","01","札幌市中央区","101","南十三条西１丁目１番１－２０２号","305","01","0","","","","","","","","","","","","","","2024-09-04","6430003016754","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430003017265","合同会社カワカミ電工","カワカミデンコウ","","","","北海道札幌市中央区南十七条西１３丁目１番２－３０１号","0640917","北海道","01","札幌市中央区","101","南十七条西１３丁目１番２－３０１号","305","01","0","","","","","","","","","","","","","","2025-02-10","6430003017265","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
